X,Y,Name: ,Address: ,Phone Number: ,,Website: ,Open for: ,Details:,Last Updated: 
-122.3427502,47.60964645,Indi Chocolate,1901 Western Ave Suite D Pike Place Market Seattle WA 98101,(425) 243-2089,,https://indichocolate.com/,"takeout,third_party_delivery_service",​Call (425) 243-2089 to order ahead. Open daily 8:30 a.m. - 5 p.m.,2020/03/27 01:38:15.543+00
-122.342193,47.609838,Michou Deli," 1904 Pike Place, Seattle, WA 98101",(206) 448-4758,,https://michoudeli.com/menu/,"takeout,curbside",​Call (206) 448-4758 or come to the counter. Curbside delivery available. Open daily 10 a.m. - 2 p.m.,2020/03/27 01:38:15.543+00
-122.341221,47.609226,Mr. D's Greek Delicacies,"Pike Place Market  1518 Pike Place  Seattle, WA 98101",(206) 622-4881,,https://www.mrdsgreekdelicacies.com/,"takeout,third_party_delivery_service",​Call (206) 622-4881 or stop by. Open daily 11 a.m. - 3 p.m.,2020/03/27 01:38:15.543+00
-122.3407381,47.6087063,Pike's Pit Bar-B-Que,"1505 Pike Place Market, Seattle, WA 98101",(206) 538-0779,,https://www.pikespit.com/,"takeout,curbside,third_party_delivery_service",​Call (206) 538-0779. They'll process the order and run it out to your car. Open Tuesday - Sunday 11 a.m. - 5 p.m.,2020/03/27 01:38:15.543+00
-122.3402691,47.60862214,Seattle Bagel Bakery,"Pike Place Counter 93 Pike St #4 Seattle, WA 98101",,,http://seattlebagel.com/,takeout,​Order to go from the counter. Open Thursday - Monday 8 a.m. - 2 p.m.,2020/03/27 01:38:15.543+00
-122.3426429,47.61004649,The Original Starbucks,"1912 Pike Place, Seattle, USA",,,https://stories.starbucks.com/stories/2015/store-tour-inside-1912-pike-place-seattle-usa/,takeout,​Stop by the shop. Open daily,2020/03/27 01:38:15.543+00
-122.3424945,47.610648,Taproom at Pike Place,"1925 1st Ave #16 Seattle, WA 98101 USA",(206) 829-4800,,https://taproomatpikeplace.com/,takeout,​Call (206) 829-4800 or stop by the restaurant. Open daily noon - 5 p.m. Credit cards only!,2020/03/27 01:38:15.543+00
-122.3408475,47.60904497,Three Girls Bakery,"1514 Pike Pl Stall #1, Seattle, Washington 98101, United States",(206) 622-1045,,https://threegirlsbakery.com/,takeout,​Call (206) 622-1045 or stop by the store. Open daily 6 a.m. - 6 p.m.,2020/03/27 01:38:15.543+00
-122.3409469,47.60880893,Uli's Famous Sausage,"1511 PIKE PL SEATTLE, WA 98101",(206) 838-1712,,https://ulisfamoussausage.com/,"takeout,delivery",Call (206) 838-1712 or stop by the store. Open Monday - Saturday 9:30 a.m. - 4:30 p.m. To-go orders start at 10:30 a.m.,2020/03/27 01:38:15.543+00
-122.376367,47.53543577,Best of Hands Barrelhouse ,7500 35th Ave SW Seattle WA 98126,,,https://www.bestofhandsbarrelhouse.com/home,takeout,"We will be open for to-go only hours:
Sun - 12-5PM",2020/03/27 01:38:15.543+00
-122.2944755,47.72013093,Pho An Vietnamese Restaurant,"12526 Lake City Way NE, Seattle, WA 98125",(206)362-3439,,https://phoanlakecity.hrpos.heartland.us/,"takeout,third_party_delivery_service","We are currently closed for dine in service. 
We are open for take-out orders.
Call us for ordering or visit our website.
Phone number: 2063623439.",2020/05/11 16:52:55.179+00
-122.2959139,47.71733548,Gyro on lake city ,"12340 Lake City Way NE, Seattle, WA 98125",(206)417-0671,,,"takeout,third_party_delivery_service","Open Monday thru Saturday from 11AM -9PM
Sunday 12PM-7PM",2020/04/30 15:05:12.173+00
-122.3274412,47.59799754,Dough Zone - Seattle ,504 5TH AVE S STE 109  SEATTLE WA 98104,(206)285-9999,,https://www.doughzonedumplinghouse.com/restaurant-locator,"takeout,third_party_delivery_service",,2020/04/30 14:51:17.892+00
-122.2947843,47.71962964,2C Thai Bistro & Spirits,"12506 Lake City Way NE Seattle, WA, 98125",(206) 739-5909,,http://www.2cthai.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00
-122.2946563,47.71985537,Beyond the Bowl,"12518 Lake City Way NE Seattle, WA 98125",(206) 257-4489,,https://www.beyondthebowl.net/,"takeout,third_party_delivery_service","Hours open:
Mon: 5pm - 9pm
Tues - Sun: 11:30am - 9pm",2020/03/27 01:38:15.543+00
-122.2955743,47.71834381,Jose's Taquieria ,"12334 Lake City Way NE, Seattle, WA 98125",206-841-6104,,https://www.josestaqueria.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00
-122.2954577,47.7185475,Lake City Gyros,"12340 Lake City Way NE, Seattle, WA 98125",(206) 417-0671,,,takeout,,2020/03/27 16:21:05.400+00
-122.2925395,47.72907389,Manoushe Express,13721 Lake City Way Ne Seattle WA 98125,206-367-0895,,https://www.manousheexpress.com/,"takeout,third_party_delivery_service",,2020/03/27 16:23:47.511+00
-122.296032,47.718684,Thai One On,"12343 Lake City Way NE, Seattle, WA 98125",(206) 362-6999,,https://www.thaioneonseattle.com/,"takeout,delivery",,2020/03/27 16:29:53.793+00
-122.2943211,47.72039456,Mount & Bao,"12534 Lake City Way NE, Seattle, WA 98125",(206) 687-7997,,,"takeout,third_party_delivery_service",,2020/05/11 16:50:11.179+00
-122.332797,47.70870048,Saffron Grill Restaurant,"2132 N. Northgate Way, Seattle, WA 98133",206-417-0707,,http://www.saffrongrillseattle.com,"takeout,curbside,delivery,third_party_delivery_service","Indian, Mediterranean and American food.  Meat, chicken, fish and vegetarian entrees available!  Mon - Sat 11 am to 10 pm, Sun 11 am to 9 pm",2020/03/27 19:55:35.815+00
-122.3348568,47.58559802,Blazing Bagels - Sodo,"1911 1st Ave S. Seattle, WA 98134",206-682-1144,,https://www.blazingbagels.com,takeout,"store hours:
m-f 6am-3pm
sat-sun 7am-3pm",2020/03/27 20:22:01.166+00
-122.3280955,47.58846363,Brownrigg Hard Cider,"426 S Massachusetts St Unit #B Seattle, WA 98134",206-790-3847,,http://www.brownrigghardcider.com,takeout,"Saturday and Sunday 2pm-6pm
Open for to-go growler fills $15
We can't refill your growler (sorry)
New 64oz growler glass now $4
",2020/03/27 20:31:10.527+00
-122.3335395,47.587203,Efeste Wines,"1730 1st Ave S Seattle, WA 98134",425-398-7200,,https://www.efeste.com,"takeout,curbside,delivery","Call or email info@efeste.com to order
Order Paired To Go meals on our website",2020/03/27 20:47:04.140+00
-122.3284725,47.5794,Esquin Wine & Spirits,"2700 4th Ave S Seattle, WA 98134",206-682-7374,,https://madwine.com,"curbside,delivery,third_party_delivery_service","Place your order on madwine.com or call us at 206-682-7374
",2020/03/27 20:51:55.220+00
-122.327946,47.576259,Fall Line Winery,"2960 4th Ave S Ste 109/110 Seattle, WA 98134",206-406-4249,,https://falllinewinery.com,delivery,"Call to order delivery in Greater Seattle Area, see website for currently available wines",2020/03/27 21:01:33.738+00
-122.3339111,47.57637532,Ghostfish Brewing Company,"2942 1st Ave S Seattle, WA 98134",206-397-3898,,https://ghostfish-brewing-order-to-go.square.site,"takeout,third_party_delivery_service","Open 11am-7pm daily
Carry out beer in 12oz, 16oz, and 22oz bottles
Online no-contact food takeout available ",2020/03/27 21:09:10.725+00
-122.3347752,47.5677284,Kerloo Cellars,"3911 1st Ave S Seattle, WA 98134",206-349-0641,,https://kerloocellars.com,"curbside,delivery","Pick-up curbside Saturday and Sunday 12pm-6pm
Free local delivery for purchases of 6 bottles or more",2020/03/27 21:16:21.415+00
-122.3209485,47.585313,Mr. B's Meadery,"2000 Airport Way S Seattle, WA 98134",206-355-4067,,http://Mrbsmeadery.business.site,"curbside,delivery","Call or text 206-355-4067 for delivery and take-out details

Or email mrbsmead@gmail.com",2020/03/27 21:23:40.338+00
-122.3357513,47.56776122,San Juan Seltzery,"3901 1st Ave S Seattle, WA 98134",206-432-9734,,https://www.ethanstowellrestaurants.com/locations/seltzery/,"takeout,third_party_delivery_service","Thurs-Sun 11am-7pm
Order ahead and pick-up via website",2020/03/27 21:40:18.826+00
-122.3175128,47.66906858,Taste of India,"5517 Roosevelt  Way NE, Seattle, WA 98105",206-528-1575,,http://www.tasteofindiaseattle.com,"takeout,curbside,delivery,third_party_delivery_service","Serving Indian and Mediterranean food.  Beef, chicken, fish and vegetarian options available.  Open 11 am to 10 pm Mon-Sat, 11 am to 9 pm Sunday.",2020/03/27 22:02:14.801+00
-122.3179768,47.55049634,Machine House Brewery,"5840 Airport Way S #121, Seattle, WA 98108",206-402-6025,,https://www.machinehousebrewery.com/,takeout,"Open 2pm-7pm daily for takeaway beer in bottles, growlers and kegs plus merch and gift cards.",2020/03/27 23:39:31.342+00
-122.3208224,47.55297147,"Stellar Pizza, Ale, and Cocktails","5513 Airport Way Blvd S Seattle, WA 98108",(206) 763-1660,,http://www.stellarpizza.com/index.html,"takeout,delivery,third_party_delivery_service","Takeout or delivery via GrubHub or UberEats
12pm - 8pm",2020/03/27 23:42:47.312+00
-122.3166697,47.54885543,Smarty Pants,"6017 Airport Way S. Seattle, WA 98108",(206) 762-4777,,https://www.smartypantsseattle.com/,takeout,"UPDATE 3/23 - WE WILL BE OPEN FOR TAKEOUT
MONDAY - FRIDAY  11AM TO 3PM",2020/03/27 23:50:04.767+00
-122.320179,47.548809,Jellyfish Brewing Company,"917 South Nebraska Street. Seattle, Washington 98108",206.397.4999,,http://jellyfishbrewing.com/,takeout,"To-go growler fills, mason jar fills and kegs
Daily 11:30-6pm",2020/03/27 23:54:06.189+00
-122.3212455,47.553219,Georgetown Liquor Company,"5501 Airport Way S, Ste B Seattle, Washington",(206) 763-6764,,http://georgetownliquorco.com/,"takeout,delivery",Offering a takeout and delivery menu which will be available 12pm to 8pm seven days a week. ,2020/03/28 00:00:21.582+00
-122.3176569,47.54984525,Full Throttle Bottles,"5909 AIRPORT WAY S SEATTLE, WA 98108",206-763-2079,,https://www.fullthrottlebottles.com/,takeout,"Reduced schedule and enhanced safety measures. We’ll be open Tuesday - Saturday from noon - 7 pm. 
",2020/04/22 17:30:49.489+00
-122.316958,47.54625644,Charles Smith Wines Jet City,"1136 S Albro Pl, Seattle, WA 98108",206-745-7456,,https://winesofsubstance.com/,takeout,"10am-6pm, 7 days per week Bottles + Cases to go are available.",2020/03/28 00:58:26.660+00
-122.3278594,47.54579993,Counterbalance Brewing Company,"503 South Michigan Street, Suite B Seattle, WA 98108",(206) 453-3615,,http://counterbalancebeer.com/,"takeout,curbside,delivery","Offering canned beer to go and growler fills. curbside pickup with prepayment. Call or email to order.
Monday-Saturday Noon-6pm",2020/03/28 01:03:29.535+00
-122.362812,47.67601351,Raiz,"500 NW 65th Street, Seattle Wa, 98117",206-402-3281,,https://www.raizseattle.com,"takeout,curbside,delivery","Mon-Sun 
10am-3pm
Mon-Sun
5pm-8:30pm",2020/03/28 16:00:19.673+00
-122.3178028,47.59901243,Chu Minh Tofu,"1043 S Jackson St, Seattle, WA 98104",(206) 288-5449,,https://chuminhtofu.com,"takeout,third_party_delivery_service",,2020/03/28 19:32:42.789+00
-122.3160525,47.599695,Dang Dang Restaurant,"1221 S Main St, Seattle, WA 98144",(206) 328-3264,,,takeout,,2020/03/28 19:34:34.978+00
-122.3174208,47.5998038,Dong Thap Noodles,"303 12th Ave S, Seattle, WA 98144",(206) 325-1122,,,"takeout,third_party_delivery_service",,2020/03/28 19:36:51.619+00
-122.3168056,47.59908448,HardWok Cafe,"1207 S Jackson St, Seattle, WA 98144",(206) 568-1688,,https://www.hardwokcafeseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 19:38:50.745+00
-122.3162204,47.59904173,Hue Ky Mi Ga,"1207 S Jackson St #101, Seattle, WA 98144",(206) 568-1268,,,"takeout,third_party_delivery_service",Business hours 10am -8:30pm,2020/03/28 19:43:58.184+00
-122.292243,47.59046201,Heyday Burgers & Bar,1372 31st Ave S,206.829.9816,,http://www.heydayseattle.com/,"takeout,curbside","New: See our website to order online for takeout or curbside pickup! 

Our hours are Tuesday - Sunday 4-8PM.",2020/05/07 21:16:56.685+00
-122.3163281,47.59822174,Lam's Seafood,"1221 S King St, Seattle, WA 98144",(206) 720-0969,,https://www.lamsseafood.com/,takeout,,2020/03/28 19:48:52.825+00
-122.3158552,47.59938767,Loving Hut,"1226 S Jackson St, Seattle, WA 98144",(206) 299-2219,,https://www.lovinghutseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 19:51:37.466+00
-122.3168175,47.600415,Mi La Cay,"212 12th Ave S, Seattle, WA 98144",(206) 322-6840,,https://www.seattlemilacay.com/,"takeout,third_party_delivery_service",We open for take out and delivery from 9 am - 6 pm daily until government remove lock down. ,2020/03/28 19:54:06.077+00
-122.3153865,47.599497,Pho Bac Súp Shop,"1240 S Jackson St, Seattle, WA 98144",(206) 568-0882,,https://www.thephobac.com/,"takeout,delivery","Order delivery at: https://phobac.smartonlineorder.com/
Hours: 10am – 9pm",2020/03/28 19:56:15.265+00
-122.316652,47.59890362,Phở Số 1,"1207 S Jackson St, Seattle, WA 98144",(206) 860-2824,,,takeout,,2020/03/28 19:58:52.422+00
-122.3200035,47.598912,Phnom Penh Noodle House,"913 S Jackson St suite A, Seattle, WA 98104",(206) 748-9825,,https://phnompenh.hrpos.heartland.us/,"takeout,third_party_delivery_service","Daily 11am-8pm
Order online until 7pm or call 206-427-0113 We will call when your order is ready 
For delivery, order through DoorDash or Postmates.",2020/04/18 21:24:51.755+00
-122.3155831,47.59904781,Saigon Deli,"1237 S Jackson St  Seattle, WA 98144",(206) 322-3700,,,takeout,,2020/03/28 20:02:53.064+00
-122.3167455,47.599605,Saigon Vietnam Deli,"1200 S Jackson St # 7, Seattle, WA 98144",(206) 328-2357,,http://www.saigonvndeli.com/,takeout,,2020/05/11 16:50:15.493+00
-122.377066,47.6638405,Peddler Brewing Co,"1514 NW Leary Way, Seattle, WA 98107",360-362-0002,,https://peddler-brewing-company.square.site/,"takeout,curbside","32oz & 64oz growlers, cans, and merchandise available during our Growler Hours: Wed-Sun 12pm-7pm.  You can pre-order for curbside pick-up.",2020/03/28 20:04:54.095+00
-122.3168251,47.59896281,Seven Stars Pepper,"1207 S Jackson St #211, Seattle, WA 98144",(206) 568-6446,,https://www.sevenstarspepper.com/,"takeout,third_party_delivery_service",,2020/03/28 20:06:12.533+00
-122.3188089,47.59899871,Song Phang Kong,"1017 S Jackson St, Seattle, WA 98104",(206) 323-1782,,https://songphangkongseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 20:08:43.174+00
-122.3160525,47.599695,Spring House Deli,"1221 S Main St #104, Seattle, WA 98144",(206) 726-1628,,,takeout,,2020/03/28 20:09:50.815+00
-122.3178416,47.59981984,Tamarind Tree,"1036 S Jackson St, Seattle, WA 98104",(206) 860-1404,,https://tamarindtreerestaurant.com/,"takeout,curbside","Open 11am–9pm daily
*Limited time only: When YOU pick-up the order we will include a complimentary scoop of homemade ice cream.",2020/03/28 20:11:04.878+00
-122.3150874,47.59861479,Thanh Son Tofu,"1248 S King St, Seattle, WA 98144",(206) 320-1316,,,"takeout,third_party_delivery_service",,2020/03/28 20:12:31.909+00
-122.3174932,47.59940631,Thanh Vi - ID,"1046 S Jackson St Seattle, WA 98104",(206)-329-0208,,https://thanhviseattle.com/,takeout,,2020/03/28 20:14:42.223+00
-122.2696666,47.5203982,King Donuts,"9232 Rainier Ave S, Seattle, WA 98118",(206) 721-3103,,,takeout,,2020/03/28 20:16:25.536+00
-122.3267995,47.59992113,Tsukushinbo,"515 S Main St, Seattle, WA, 98104, USA",(206) 467-4004,,http://tsukushinbo.juisyfood.com/,takeout,,2020/03/28 20:18:16.693+00
-122.277321,47.55088429,Amy's Merkato Ethiopian & Eritrean Restaurant and Deli,"5710 Rainier Ave S, Seattle, WA 98118",(206) 324-2527,,http://amysmerkato.com/menu/,"takeout,third_party_delivery_service","Tues-Sat, 7am-9pm; Sun, 7am-6pm",2020/03/28 20:21:43.412+00
-122.3866878,47.66855272,Pestle Rock,"2305 NW Market St, Seattle, WA, 98107, USA",(206) 466-6671,,https://pestlerock.com/,takeout,,2020/03/28 20:26:55.601+00
-122.3868712,47.66854893,Sen Noodle Bar,"2307 NW Market St, Seattle, WA 98107",(206) 735-7668,,https://www.sennoodlebar.com/,"takeout,third_party_delivery_service",,2020/03/28 20:28:32.507+00
-122.3133387,47.61445207,Pho Huy,"1420 E Madison St #2 Seattle, WA 98122",(206) 420-8801,,,"takeout,third_party_delivery_service",,2020/03/28 20:31:21.243+00
-122.3014954,47.62005325,Two Doors Down Beer & Burgers,"2332 E Madison St, Seattle, WA 98112",(206) 324-2337,,https://twodoorsdown.square.site,"takeout,curbside,third_party_delivery_service","Open daily from 4:30 to 10 pm.   Growler fills (beer & cider), wine by the bottle, veggie and gluten free options.  Curbside pick up.",2020/03/28 20:32:34.353+00
-122.3214813,47.61392876,Poke Plus,"811 E Pike St, Seattle, WA 98122",(206) 324-6292,,,"takeout,third_party_delivery_service",,2020/03/28 20:42:01.823+00
-122.313042,47.621853,Bamboo Restaurant,"345 15th Ave E, Seattle, WA 98112",(206) 567-3399,,,"takeout,third_party_delivery_service",,2020/03/28 20:45:03.558+00
-122.323347,47.64861,Sushi Kappo Tamura ,"2968 Eastlake Ave E, Seattle, WA 98102",(206) 547-0937,,,"takeout,third_party_delivery_service",,2020/03/28 20:46:49.700+00
-122.2952457,47.71969742,Kaffeeklatsch Seattle,"12513 Lake City Way NE #H, Seattle, WA 98125",(206) 462-1059,,http://www.kaffeeklatschseattle.com/,takeout,,2020/03/28 20:48:06.278+00
-122.377221,47.564865,Buddha Ruksa,"3520 SW Genesee St, Seattle, WA 98126",(206) 937-7676,,http://www.buddharuksa.com,"takeout,third_party_delivery_service","Tue-Fri 11:00AM- 9:00PM
Sat-Sun 4:00PM-9:00PM
Closed Mondays",2020/05/11 16:50:34.476+00
-122.3404695,47.661615,Musashi's ,"1400 N 45th St, Seattle, WA 98103",(206) 633-0212,,https://www.facebook.com/musashis/,"takeout,third_party_delivery_service",,2020/04/25 00:49:44.152+00
-122.3124474,47.71364923,Enat Ethiopian Restaurant,"11546 15th Ave NE, Seattle, WA 98125",(206) 362-4901,,,"takeout,third_party_delivery_service",,2020/03/28 20:54:22.842+00
-122.317758,47.686626,Don Lucho's,"7919 Roosevelt Way NE Seattle, WA 98115",206-992-0232,,http://donluchosinseattle.com/,takeout,,2020/03/28 20:56:31.530+00
-122.2969485,47.62279005,Azuki,"2711 E Madison St, Seattle, WA 98112",(206) 328-4910,,,takeout,,2020/03/28 20:57:03.217+00
-122.3565078,47.61996,Uptown China,"200 Queen Anne Ave N, Seattle, WA 98109",(206) 285-7710,,https://www.uptownchinaseattle.com/menu.aspx,"takeout,third_party_delivery_service",,2020/03/28 20:58:38.421+00
-122.3258111,47.5550569,Georgetown Brewing Company,"5200 Denver Ave S Seattle, Washington 98108",206-766-8055,,https://www.georgetownbeer.com/,takeout,"Limited hours: Monday - Sunday 10am-5pm
Beer to Go Only - Cans, Growlers, Kegs",2020/03/29 01:39:50.026+00
-122.3341835,47.552481,Slim's Last Chance Saloon,"5606 1st Ave S Seattle, Washington",(206) 762-7900,,http://www.slimslastchance.com/,"takeout,delivery,third_party_delivery_service","Monday - Friday 11am - 8pm
TAKE OUT & UBER",2020/03/29 01:45:40.433+00
-122.386967,47.56089975,bin 41,"4707 California Avenue SW #A Seattle, WA 98116",206.937.0411,,http://www.bin41wine.com/Site/bin_41_intro.html,"curbside,delivery","Mon & Tues = CLOSED,  Wed & Fri = noon-7 pm, Thurs = noon-8 pm,  Sat & Sun = 11-5pm

By appointment only. Email is best way to reach us bin41@me.com",2020/03/29 01:55:20.451+00
-122.3845027,47.56088304,Dream Dinners,"4701 41st Ave SW, Ste 110 Seattle, Washington",206-938-5999,,https://dreamdinners.com/main.php?page=store&id=54,curbside,,2020/04/16 15:56:43.537+00
-122.3865105,47.55952249,Great American Diner & Bar,"4752 California Ave SW Seattle, Washington",(425) 417-6797,,https://www.facebook.com/greatamericandinerbar/,"takeout,delivery,third_party_delivery_service",7:00 AM - 1:00 AM,2020/03/29 02:05:59.875+00
-122.3870696,47.56077527,Flying Apron,"4709 California Ave SW Seattle, WA 98116",206.442.1115,,https://www.flyingapron.com/,takeout,"WE ARE OPEN!
SATURDAYS ONLY 
HOURS: 9:30-3",2020/03/29 02:11:59.549+00
-122.3165294,47.5989538,Ten Sushi #35,1207 S Jackson St. Seattle WA 98144,206-568-0404,,https://www.tensushiseattle35.com/,"takeout,third_party_delivery_service",,2020/03/29 03:10:00.720+00
-122.3472701,47.62473073,Ten Sushi,500 Mercer st. Seattle WA 98109,206-453-3881,,https://www.tensushiseattle.com/,"takeout,third_party_delivery_service",,2020/03/29 03:13:43.892+00
-122.3882065,47.66849034,8oz. Burger & Co,"2409 NW Market St, Seattle, WA 98107",(206) 782-2491,,https://www.8ozburgerandco.com,takeout,,2020/03/29 16:11:35.593+00
-122.3833618,47.66670248,Anchored Ship Coffee Bar,"5308 Ballard Ave NW, Seattle, WA 98107",206-954-9215,,,takeout,,2020/03/29 16:13:04.313+00
-122.3654677,47.660409,Bad Jimmy's Brewing,"4358 Leary Way NW B, Seattle, WA 98107",(206) 789-1548,,https://badjimmysbrewery.com/,takeout,We are open for beer to go sales as well as merch and gift cards.  Hours M-F 3-8 pm and Sat-Sun 12-7 pm.,2020/04/27 22:35:40.981+00
-122.384304,47.66881706,Ballard Beer Company,"2050 NW Market Street Seattle, WA 98107",,,http://www.ballardbeercompany.com/,takeout,,2020/03/29 16:15:45.563+00
-122.384439,47.668923,Ballard Coffee Works,"2060 NW Market St, Seattle, WA 98107",(206) 340-8867,,,takeout,,2020/03/29 16:16:56+00
-122.3843576,47.6671834,D'Ambrosio Gelato,"5339 Ballard Ave NW #4061, Seattle, WA 98107",(206) 327-9175,,https://dambrosiogelato.com/,"takeout,third_party_delivery_service",,2020/03/29 16:18:59.126+00
-122.3850928,47.66974219,Gather Kitchen & Bar,"5605 22nd Ave NW, Seattle, WA 98107",(206) 420-4670,,https://gatherkitchenandbar.com/menus,takeout,,2020/03/29 16:20:32.954+00
-122.3837352,47.66662918,Gracia,"5313 Ballard Ave NW, Seattle, WA 98107",(206) 268-0217,,http://www.graciaseattle.com/,takeout,,2020/03/29 16:22:02.720+00
-122.365602,47.659221,Hale's Ales,"4301 Leary Way NW, Seattle, WA 98107",(206) 706-1544,,https://halesbrewery.com/,takeout,,2020/03/29 16:23:07.315+00
-122.3830862,47.66615637,Hattie's Hat Restaurant,"5231 Ballard Ave NW, Seattle, WA 98107",(206) 784-0175,,http://hatties-hat.com,"takeout,delivery",Thursday - Friday 10am-10pm and Saturday-Sunday 9am-10pm. ,2020/03/29 16:24:28.565+00
-122.3837769,47.66963964,Katsu Burger & Sushi - Ballard,"2034 NW 56th St, Seattle, WA 98107",(206) 898-5050,,https://www.katsuburger.com/copy-of-ballard,"takeout,third_party_delivery_service",,2020/03/29 16:26:24.347+00
-122.3809093,47.66883767,Kitchen Istanbul,"1744 NW Market St, Seattle, WA 98107",(206) 782-9367,,http://www.kitchen-istanbul.com/,"takeout,third_party_delivery_service",,2020/03/29 16:28:33.191+00
-122.3864815,47.6685531,India Bistro Seattle,"2301 NW Market St, Seattle, WA 98107",(206) 783-5080,,http://www.seattleindiabistro.com/Dinner_Menu.html,"takeout,third_party_delivery_service",,2020/03/29 16:30:29.926+00
-122.3871908,47.66853167,Hotel Albatross,"2319 NW Market St, Seattle, WA 98107",(206) 566-6181,,http://www.hotelalbatross.com/,takeout,,2020/03/29 16:31:59.739+00
-122.3819329,47.66549678,Lock & Keel,"5144 Ballard Ave NW, Seattle, WA 98107",(206) 781-8023,,https://www.facebook.com/LockandKeel/,takeout,,2020/04/17 06:21:07.470+00
-122.3849161,47.66690767,Locust Cider & Brewing - Ballard Taproom,"5309 22nd Ave NW ste d, Seattle, WA 98107",(206) 494-5968,,https://locustcideronline.square.site/,"takeout,third_party_delivery_service","Offering: Takeout (includes growlers, grunts, fills, 6 packs, gift cards, full food menu of flatbread pizzas and savory snacks). ",2020/04/16 17:55:51.004+00
-122.387922,47.679651,Mabel,"7001 24th Ave NW, Seattle, WA 98117",(206) 535-8842,,http://mabelcoffee.com/,takeout,,2020/03/29 16:38:08.990+00
-122.3714935,47.66274047,Maritime Pacific Brewing Company,"1111 NW Ballard Way, Seattle, WA 98107",(206) 782-6181,,https://maritimebrewery.com,takeout,,2020/03/29 16:39:10.147+00
-122.381967,47.66927632,Mr. Gyros,"5522 20th Ave NW, Seattle, WA 98107",(206) 782-7777,,https://www.mrgyroseattle.com/,"takeout,third_party_delivery_service",,2020/03/29 16:41:31.835+00
-122.382378,47.668329,Palermo Pizza & Pasta,"2005 NW Market St, Seattle, WA 98107",(206) 297-2727,,http://palermoballard.squarespace.com/,"takeout,third_party_delivery_service",,2020/03/29 16:44:01.039+00
-122.3840139,47.6669229,Patxi's Pizza,"5323 Ballard Ave NW, Seattle, WA 98107",(206) 946-1512,,https://patxispizza.com/location/ballard/,"takeout,third_party_delivery_service",,2020/03/29 16:45:37.571+00
-122.385966,47.668798,Pie Bar Ballard,"2218 NW Market St, Seattle, WA 98107",(206) 535-8489,,https://www.piebarballard.com/,takeout,,2020/03/29 16:59:33.465+00
-122.3828781,47.66957541,Pink Bee Curry and Sandwiches,"2010 NW 56th St, Seattle, WA 98107",(206) 466-1650,,http://pinkbeewa.smiledining.com,"takeout,third_party_delivery_service",,2020/03/29 17:01:52.122+00
-122.3791065,47.668374,Poke Square,"1701 NW Market St, Seattle, WA 98107",(206) 466-1798,,http://poke-square.com/#locations,"takeout,third_party_delivery_service",,2020/03/29 17:07:03.967+00
-122.3734705,47.665449,Reuben's Brews,"5010 14th Ave NW, Seattle, WA 98107",(206) 784-2859,,https://reubensbrews.com/,takeout,,2020/03/29 17:08:57.811+00
-122.3854746,47.66821854,Salt & Straw ,"5420 Ballard Ave NW, Seattle, WA 98107",(206) 294-5581,,https://saltandstraw.com/pages/ballard,takeout,,2020/03/29 17:10:23.311+00
-122.3879895,47.669958,Salt and Sugar Cafe and Bakery,"5615 24th Ave NW #102, Seattle, WA 98107",(206) 708-1366,,https://www.saltandsugarcafe.com/,"takeout,third_party_delivery_service",,2020/03/29 17:12:14.686+00
-122.3767655,47.678247,Scandinavian Specialties,"6719 15th Ave NW, Seattle, WA 98117",(206) 784-7020,,https://www.scanspecialties.com/,takeout,,2020/03/29 17:14:00.077+00
-122.3853167,47.66853351,Secret Savory,"2213 NW Market St unit 100, Seattle, WA 98107",(206) 829-8867,,https://thesecretsavory.com,"takeout,third_party_delivery_service",,2020/03/29 17:16:11.125+00
-122.3110629,47.57875901,Niko's Gyros,"1636 S McClellan St Seattle, Washington",(206) 397-4855,,https://www.facebook.com/Nikos-Gyros-Beacon-Hill-385414422005563/,"takeout,third_party_delivery_service","Mon-Sat, 11am-9pm",2020/03/29 17:18:19.547+00
-122.3811653,47.66882918,Sip and Ship,"1752 NW Market St, Seattle, WA 98107",(206) 789-4488,,https://www.sipandship.com/,takeout,,2020/03/29 17:21:00.876+00
-122.2958335,47.57477652,Little Chengdu,"2815 S Hanford St, Seattle, WA 98144",(206) 760-9263,,https://www.facebook.com/LittleChengdu/,"takeout,third_party_delivery_service","Tues, 11:30am-3pm, 5pm-9pm; Wed-Fri, 11:30am-3pm, 5pm-9:30pm; Sat-Sun, 11:30am-3pm, 5pm-9pm",2020/03/29 17:21:27.080+00
-122.3858716,47.66816324,Skål Beer Hall,"5429 Ballard Ave NW, Seattle, WA 98107",(206) 829-9615,,http://www.skalballard.com/,"takeout,delivery",,2020/03/29 17:22:34.564+00
-122.3868878,47.66880041,Sushi I,"2242 NW Market St, Seattle, WA 98107",(206) 257-0731,,https://sushiiballard.com,takeout,,2020/03/29 17:24:04.580+00
-122.3796645,47.668383,The Monkey Bridge,"1723 NW Market St, Seattle, WA 98107",(206) 297-6048,,http://themonkeybridge.com,takeout,,2020/03/29 17:25:51.033+00
